image_id,orig_relpath,class_label,flag,notes,ai_suggested_flag
kaggle_fake_real_medicine_00437,"../raw/kaggle_fake_real/dataset/Real/images4087.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00438,"../raw/kaggle_fake_real/dataset/Real/images4089.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00439,"../raw/kaggle_fake_real/dataset/Real/images4091.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00440,"../raw/kaggle_fake_real/dataset/Real/images4092.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00441,"../raw/kaggle_fake_real/dataset/Real/images4093.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00442,"../raw/kaggle_fake_real/dataset/Real/images4094.jpg",authentic,clean,"",watermark
kaggle_fake_real_medicine_00443,"../raw/kaggle_fake_real/dataset/Real/images4095.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00444,"../raw/kaggle_fake_real/dataset/Real/images4096.jpg",authentic,clean,"",watermark
kaggle_fake_real_medicine_00445,"../raw/kaggle_fake_real/dataset/Real/images4097.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00446,"../raw/kaggle_fake_real/dataset/Real/images4098.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00447,"../raw/kaggle_fake_real/dataset/Real/images4099.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00448,"../raw/kaggle_fake_real/dataset/Real/images41.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00449,"../raw/kaggle_fake_real/dataset/Real/images4101.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00450,"../raw/kaggle_fake_real/dataset/Real/images4102.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00451,"../raw/kaggle_fake_real/dataset/Real/images4103.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00452,"../raw/kaggle_fake_real/dataset/Real/images4105.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00453,"../raw/kaggle_fake_real/dataset/Real/images4106.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00454,"../raw/kaggle_fake_real/dataset/Real/images4107.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00455,"../raw/kaggle_fake_real/dataset/Real/images4108.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00456,"../raw/kaggle_fake_real/dataset/Real/images4109.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00457,"../raw/kaggle_fake_real/dataset/Real/images4111.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00458,"../raw/kaggle_fake_real/dataset/Real/images4112.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00459,"../raw/kaggle_fake_real/dataset/Real/images4113.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00460,"../raw/kaggle_fake_real/dataset/Real/images4114.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00461,"../raw/kaggle_fake_real/dataset/Real/images4115.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00462,"../raw/kaggle_fake_real/dataset/Real/images4116.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00463,"../raw/kaggle_fake_real/dataset/Real/images4117.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00464,"../raw/kaggle_fake_real/dataset/Real/images4118.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00465,"../raw/kaggle_fake_real/dataset/Real/images4119.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00466,"../raw/kaggle_fake_real/dataset/Real/images4120.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00467,"../raw/kaggle_fake_real/dataset/Real/images4121.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00468,"../raw/kaggle_fake_real/dataset/Real/images4122.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00469,"../raw/kaggle_fake_real/dataset/Real/images4123.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00470,"../raw/kaggle_fake_real/dataset/Real/images42.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00471,"../raw/kaggle_fake_real/dataset/Real/images43.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00472,"../raw/kaggle_fake_real/dataset/Real/images44.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00473,"../raw/kaggle_fake_real/dataset/Real/images46.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00474,"../raw/kaggle_fake_real/dataset/Real/images49.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00475,"../raw/kaggle_fake_real/dataset/Real/images50.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00476,"../raw/kaggle_fake_real/dataset/Real/images5001.jpg",authentic,watermark,"",watermark
kaggle_fake_real_medicine_00477,"../raw/kaggle_fake_real/dataset/Real/images5003.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00478,"../raw/kaggle_fake_real/dataset/Real/images5004.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00479,"../raw/kaggle_fake_real/dataset/Real/images5005.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00480,"../raw/kaggle_fake_real/dataset/Real/images5007.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00481,"../raw/kaggle_fake_real/dataset/Real/images5010.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00482,"../raw/kaggle_fake_real/dataset/Real/images5011.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00483,"../raw/kaggle_fake_real/dataset/Real/images5012.jpg",authentic,screenshot,"",
kaggle_fake_real_medicine_00484,"../raw/kaggle_fake_real/dataset/Real/images5013.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00485,"../raw/kaggle_fake_real/dataset/Real/images5014.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00486,"../raw/kaggle_fake_real/dataset/Real/images5015.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00487,"../raw/kaggle_fake_real/dataset/Real/images5017.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00488,"../raw/kaggle_fake_real/dataset/Real/images5018.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00489,"../raw/kaggle_fake_real/dataset/Real/images5019.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00490,"../raw/kaggle_fake_real/dataset/Real/images5020.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00491,"../raw/kaggle_fake_real/dataset/Real/images5025.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00492,"../raw/kaggle_fake_real/dataset/Real/images5026.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00493,"../raw/kaggle_fake_real/dataset/Real/images5028.jpg",authentic,watermark,"",watermark
kaggle_fake_real_medicine_00494,"../raw/kaggle_fake_real/dataset/Real/images5029.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00495,"../raw/kaggle_fake_real/dataset/Real/images5035.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00496,"../raw/kaggle_fake_real/dataset/Real/images5038.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00497,"../raw/kaggle_fake_real/dataset/Real/images5040.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00498,"../raw/kaggle_fake_real/dataset/Real/images5041.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00499,"../raw/kaggle_fake_real/dataset/Real/images5043.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00500,"../raw/kaggle_fake_real/dataset/Real/images5044.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00501,"../raw/kaggle_fake_real/dataset/Real/images5045.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00502,"../raw/kaggle_fake_real/dataset/Real/images5047.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00503,"../raw/kaggle_fake_real/dataset/Real/images5049.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00504,"../raw/kaggle_fake_real/dataset/Real/images5050.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00505,"../raw/kaggle_fake_real/dataset/Real/images5051.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00506,"../raw/kaggle_fake_real/dataset/Real/images5052.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00507,"../raw/kaggle_fake_real/dataset/Real/images5054.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00508,"../raw/kaggle_fake_real/dataset/Real/images5055.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00509,"../raw/kaggle_fake_real/dataset/Real/images5057.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00510,"../raw/kaggle_fake_real/dataset/Real/images5058.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00511,"../raw/kaggle_fake_real/dataset/Real/images5059.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00512,"../raw/kaggle_fake_real/dataset/Real/images5060.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00513,"../raw/kaggle_fake_real/dataset/Real/images5061.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00514,"../raw/kaggle_fake_real/dataset/Real/images5062.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00515,"../raw/kaggle_fake_real/dataset/Real/images5063.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00516,"../raw/kaggle_fake_real/dataset/Real/images5065.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00517,"../raw/kaggle_fake_real/dataset/Real/images5068.jpg",authentic,clean,"",watermark
kaggle_fake_real_medicine_00518,"../raw/kaggle_fake_real/dataset/Real/images5070.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00519,"../raw/kaggle_fake_real/dataset/Real/images5071.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00520,"../raw/kaggle_fake_real/dataset/Real/images5072.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00521,"../raw/kaggle_fake_real/dataset/Real/images5073.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00522,"../raw/kaggle_fake_real/dataset/Real/images5074.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00523,"../raw/kaggle_fake_real/dataset/Real/images5075.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00524,"../raw/kaggle_fake_real/dataset/Real/images5077.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00525,"../raw/kaggle_fake_real/dataset/Real/images5078.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00526,"../raw/kaggle_fake_real/dataset/Real/images5079.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00527,"../raw/kaggle_fake_real/dataset/Real/images5081.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00528,"../raw/kaggle_fake_real/dataset/Real/images5082.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00529,"../raw/kaggle_fake_real/dataset/Real/images5083.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00530,"../raw/kaggle_fake_real/dataset/Real/images5084.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00531,"../raw/kaggle_fake_real/dataset/Real/images5085.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00532,"../raw/kaggle_fake_real/dataset/Real/images5086.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00533,"../raw/kaggle_fake_real/dataset/Real/images5087.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00534,"../raw/kaggle_fake_real/dataset/Real/images5088.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00535,"../raw/kaggle_fake_real/dataset/Real/images5089.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00536,"../raw/kaggle_fake_real/dataset/Real/images5090.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00537,"../raw/kaggle_fake_real/dataset/Real/images5091.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00538,"../raw/kaggle_fake_real/dataset/Real/images5092.jpg",authentic,clean,"",unsure
kaggle_fake_real_medicine_00539,"../raw/kaggle_fake_real/dataset/Real/images5093.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00540,"../raw/kaggle_fake_real/dataset/Real/images5094.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00541,"../raw/kaggle_fake_real/dataset/Real/images5099.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00542,"../raw/kaggle_fake_real/dataset/Real/images5100.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00543,"../raw/kaggle_fake_real/dataset/Real/images5102.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00544,"../raw/kaggle_fake_real/dataset/Real/images5103.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00545,"../raw/kaggle_fake_real/dataset/Real/images5104.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00546,"../raw/kaggle_fake_real/dataset/Real/images5105.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00547,"../raw/kaggle_fake_real/dataset/Real/images5106.jpg",authentic,clean,"",watermark
kaggle_fake_real_medicine_00548,"../raw/kaggle_fake_real/dataset/Real/images5107.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00549,"../raw/kaggle_fake_real/dataset/Real/images5108.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00550,"../raw/kaggle_fake_real/dataset/Real/images5109.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00551,"../raw/kaggle_fake_real/dataset/Real/images5110.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00552,"../raw/kaggle_fake_real/dataset/Real/images5111.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00553,"../raw/kaggle_fake_real/dataset/Real/images5113.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00554,"../raw/kaggle_fake_real/dataset/Real/images5114.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00555,"../raw/kaggle_fake_real/dataset/Real/images5115.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00556,"../raw/kaggle_fake_real/dataset/Real/images5116.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00557,"../raw/kaggle_fake_real/dataset/Real/images5118.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00558,"../raw/kaggle_fake_real/dataset/Real/images5119.jpg",authentic,clean,"",watermark
kaggle_fake_real_medicine_00559,"../raw/kaggle_fake_real/dataset/Real/images5120.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00560,"../raw/kaggle_fake_real/dataset/Real/images5121.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00561,"../raw/kaggle_fake_real/dataset/Real/images5125.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00562,"../raw/kaggle_fake_real/dataset/Real/images5126.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00563,"../raw/kaggle_fake_real/dataset/Real/images5127.jpg",authentic,clean,"",
